name,strong_point,prefecture_id,price,zip_code,address,access,hours,age,madori,land_area,house_area,built_time,notes,recommendation,shop_id,source,image_url1,image_url2,image_url3,image_url4,built_date
白石郷 ,"築８２年の古民家を最新の設備でリノベーションしました。重厚感ある外観ながら現代のライフスタイルに合った動線を確保しています。ご見学可能です。ご連絡下さい。
■築８３年の古民家をフルリノベーションしました。
　外観は、スタイリッシュな色合いと重厚感有る雰囲気です。

■駐車場への坂道を拡幅し駐車場もコンクリートで舗装します。乗り入れが楽になります。（6月完成予定）

■駐車スペースは４台以上確保しています。

■水まわり設備は全てパナソニック製品を採用しています。

■この物件は耐震適合改修済み物件です。
　５年間の、中古住宅かし保険（ＪＩＯ）　付き物件となります。
　住宅ローン控除・すまい給付金・不動産取得税の減額措置などを
　受けることが可能です。",長崎県,2490,,長崎県東彼杵郡川棚町白石郷,西肥バス「白石バス」歩2分,,,4LDK+S（納戸）,555.52,168.59,1934年1月,設備：公営水道、集中浄化槽、オール電化、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz189643184z2scz142320z2taz142.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F184%2F89643184%2F89643184_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F184%2F89643184%2F89643184_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F184%2F89643184%2F89643184_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F184%2F89643184%2F89643184_0004.jpg&w=500,
津屋崎,"歴史ある街並みの古民家リフォーム物件
110坪の敷地に広々7LDK
4台駐車が来客時にもうれしい
海岸までがお散歩コース
■リフォーム内容（2018年8月末完成予定）
・クロス、フローリング、畳、障子、襖
・外壁塗装
・駐車場増設
・電気工事
・水回り交換（トイレ、洗面台、システムキッチン）
・間取り変更　その他
■リフォーム中の案内歓迎",福岡県,2490,,福岡県福津市津屋崎３,西鉄バス「津屋崎千軒なごみ入口」歩3分,,,7LDK,363.04,228.59,1960年4月,設備：公営水道、本下水、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz189937175z2scz140224z2taz140.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0014.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0015.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0006.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F175%2F89937175%2F89937175_0008.jpg&w=500,
本郷町船木 ,"
土地100坪以上、古民家風、内装リフォーム、駐車３台以上可、緑豊かな住宅地、田園風景、即入居可、リバーサイド、山が見える、ゴルフ場が近い、避暑地、南向き、駅まで平坦、閑静
土地100坪以上、古民家風、内装リフォーム、駐車３台以上可、緑豊かな住宅地、田園風景、即入居可、リバーサイド、山が見える、ゴルフ場が近い、避暑地、南向き、駅まで平坦、閑静な住宅地、角地、庭１０坪以上、庭、家庭菜園、シャワー付洗面化粧台、ハイルーフ駐車場、トイレ２ヶ所、浴室１坪以上、２階建、温水洗浄便座、ＴＶ付浴室、南庭、浴室に窓、ＴＶモニタ付インターホン、リノベーション、前面棟無、シャッター車庫、平坦地、畑、食器洗乾燥機、隣家との間隔が大きい",広島県,2681,,広島県三原市本郷町船木,"芸陽バス「清井」歩6分
ＪＲ山陽本線「本郷」歩36分",,,14DK+S（納戸）,1775.69,409.05,1956年8月,設備：公営水道、個別浄化槽、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1080z2bsz1021z2ncz186815490z2scz134204z2taz134.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0007.jpg&w=500,"
https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0002.jpg&w=500",https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F490%2F86815490%2F86815490_0004.jpg&w=500,
羽根（広小路駅）,"古民家風、自然素材、内外装リフォーム、駐車３台以上可、土地100坪以上、市街地が近い、南向き、システムキッチン、陽当り良好、南側道路面す、角地、庭１０坪以上、２階建、南庭
■築年月は不詳です。（約１00年以上とお聞きしています。）
■古民家をお探しの方に是非ご覧頂きたいです。
■田園の中ですが、スーパー「アピタ」まで徒歩15分。（約１２００ｍ）
■屋根瓦は葺き替え済み。玄関、キッチンもリフォームしました。
■土蔵に昔からの農工具などが残っています。
■南のお庭も手入れが行き届いて、きれいにされています。",三重県,2700,,三重県伊賀市羽根,伊賀鉄道伊賀線「広小路」歩28分,,,11DK+2S（納戸）,905.06,905.06,1965年1月,建築許可理由：調整区域につき建築許可要、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1050z2bsz1021z2ncz184917173z2scz124216z2taz124.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F173%2F84917173%2F84917173_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F173%2F84917173%2F84917173_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F173%2F84917173%2F84917173_0006.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F173%2F84917173%2F84917173_0007.jpg&w=500,
白浜町滝口,土地100坪以上 / 海まで2km以内 / 和室 / 庭１０坪以上 / 家庭菜園 / 畑 / 古民家風,千葉県,2800,,千葉県南房総市白浜町滝口,ＪＲ内房線「館山」車8.9km,,,5LDDKK,799.00,108.92,1985年8月,,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz183276645z2scz112234z2taz112.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F645%2F83276645%2F83276645_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F645%2F83276645%2F83276645_0004.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F645%2F83276645%2F83276645_0005.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F645%2F83276645%2F83276645_0002.jpg&w=500,
二ノ平,"藤田観光株式会社が開発した温泉引込み可能な別荘地「箱根小涌園みどりの村」。都心からわずか2時間とは思えない大自然に恵まれた緑豊かな別荘地です。（温泉引込済）
◎予約制内見随時受付ております０１２０－７２１－７２８迄お気軽にご予約下さい♪

用途地域：第二種低層住居専用地区　特別用途地区：第二種観光地区

「築年数、広さだけから高いと思われるかもしれません。
でもまずは内見してください！
一度に３人は入れる大きな浴槽、隣接にあるサウナそして本格的な薪を
燃やす暖炉これだけでも価格にご満足いただけると思います！
これ以外にリビング、台所、ダイニングの床暖房、各室備え付けの収納
や食器家具、食洗機、レンジ、大型洗濯機に乾燥機等々もついています。
加えてこれは別途ご相談ですが、特注のベッドや囲炉裏についても譲渡
可能です。ぜひご内覧ください！ 」",神奈川県,2900,,神奈川県足柄下郡箱根町二ノ平,箱根登山鉄道「箱根湯本」バス21分緑の村入口歩5分,,,3LDK,588.00,224.72,1990年1月,設備：私設水道、集中浄化槽、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz189485688z2scz114380z2taz114.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F688%2F89485688%2F89485688_0029.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F688%2F89485688%2F89485688_0027.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F688%2F89485688%2F89485688_0028.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F688%2F89485688%2F89485688_0062.jpg&w=500,
中（伊豆長岡駅）,"【【有吉ゼミで紹介されました】】即日内覧可能！７ＬＤＫの『和』の美しさを昇華した端正な平屋住宅。四季折々の植栽が楽しめる広庭園です。
春にはしだれ桜、夏の新緑、秋の紅葉、冬には梅や水仙が咲きます。北側にも庭を設けた事でリビング・応接間からは座っていても富士山が眺望できます。
また、一面ガラス貼りの浴室は入浴しながら庭園と富士山を一望できます。
採光豊かな解放感のある設計で、冬でも室内に温かい陽射しが差し込みます。
別荘地でありながら永住の地として住居用に暮らしている方も多く、
車で移動すればスーパーやコンビニ等の施設まで２０分圏内です。
永住・別荘どちらも可能な立花台でのびやかな暮らしを…
■韮山南小学校・韮山中学校
■建築自主規制有　建ぺい率40%・容積率60%",静岡県,2980,,静岡県伊豆の国市中,伊豆箱根鉄道駿豆線「伊豆長岡」歩27分,,,7LDK,1117.49,244,1983年8月,設備：公営水道、本下水、集中LPG、建築許可理由：開発許可等による分譲地、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1050z2bsz1021z2ncz184274435z2scz122225z2taz122.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F435%2F84274435%2F84274435_0031.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F435%2F84274435%2F84274435_0014.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F435%2F84274435%2F84274435_0036.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F435%2F84274435%2F84274435_0045.jpg&w=500,
大字長森（新井駅,"◆現況レストラン「カフェ・ヌーベル　遠い雲の下」として営業中。
◆こだわりの室内、是非ご覧下さい。
◆築年数は約１００年の古民家をフルリフォームして再生しました。
◆駐車１０台以上可
◆内外装リフォーム
◆田園風景
◆古民家風",新潟県,3000,,新潟県妙高市大字長森１２４０－１,妙高はねうまライン「新井」歩33分,,,3LDK,775.53,219.53,1900年1月,設備：公営水道、本下水、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1040z2bsz1021z2ncz181089682z2scz115217z2taz115.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F682%2F81089682%2F81089682_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F682%2F81089682%2F81089682_0004.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F682%2F81089682%2F81089682_0005.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F040%2FN010000%2Fimg%2F682%2F81089682%2F81089682_0007.jpg&w=500,
大字笠田中（笠田駅）,"和歌山県伊都郡かつらぎ町　大正時代にタイムスリップ
◆大正時代にタイムスリップ、築100年の総桧造りの大邸宅古民家！
◆関空まで1時間、高野山まで30分のロケーションにある元造り酒屋酒蔵と元銀行の建物は多用途にご活用いただけます！",和歌山県,3000,,和歌山県伊都郡かつらぎ町大字笠田中,ＪＲ和歌山線「笠田」歩10分,,,14LDK+S（納戸）,1967.13,331.93,1965年1月,設備：公営水道、個別浄化槽、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1060z2bsz1021z2ncz190155972z2scz130340z2taz130.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F972%2F90155972%2F90155972_0017.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F972%2F90155972%2F90155972_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F972%2F90155972%2F90155972_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F972%2F90155972%2F90155972_0006.jpg&w=500,
溝辺町,"駐車３台以上可、土地100坪以上、和室、古民家風　【リフォーム　Ｈ13年　トイレ、洗面所　天井　Ｈ17年　屋根葺替、キッチン、ロフト吹抜け、壁に筋交い補強　
駐車３台以上可、土地100坪以上、和室、古民家風　【リフォーム　Ｈ13年　トイレ、洗面所　天井　Ｈ17年　屋根葺替、キッチン、ロフト吹抜け、壁に筋交い補強　H25年　屋根締め直し、太陽光設備（3.23KW）設置】

",愛媛県,3140,,愛媛県松山市溝辺町,"伊予鉄バス「溝辺」歩5分
伊予鉄道城南線「道後温泉」歩34分",,,3LDK+S（納戸）,360.02m2,117.18m2,1963年1月,設備：公営水道、個別浄化槽、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1070z2bsz1021z2ncz186343853z2scz138201z2taz138.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F070%2FN010000%2Fimg%2F853%2F86343853%2F86343853_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F070%2FN010000%2Fimg%2F853%2F86343853%2F86343853_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F070%2FN010000%2Fimg%2F853%2F86343853%2F86343853_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F070%2FN010000%2Fimg%2F853%2F86343853%2F86343853_0005.jpg&w=500,
 山北（津山駅）,"別棟で家屋516-9　(89.51m2)有り。は現在アトリエとして使用。
附属建物:　物置・井戸
津山市役所すぐ南側、津山城、衆楽公園、小中高校等徒歩10分圏内市内中心部
津山市役所のすぐ南側、津山城、衆楽公園、小中高校、スーパー等徒歩10分圏内、市内中心部の立地で
利便性も高く、広々した敷地で家庭菜園スペースもあり、また、現在アトリエとして使用している建物もセットで
様々な用途として使用できる物件です!!建物は築年数は経過しておりますが、瓦の葺き替え等少しづづ手を入れており
古いながらもモダンな感じもする内部となっております。",岡山県,3200,,岡山県津山市山北,ＪＲ津山線「津山」歩32分,,,4DK+S（納戸）,1298.38m2,178.17m2,1952年1月,設備：公営水道、本下水、都市ガス、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1080z2bsz1021z2ncz188201952z2scz133203z2taz133.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F952%2F88201952%2F88201952_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F952%2F88201952%2F88201952_0023.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F952%2F88201952%2F88201952_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F952%2F88201952%2F88201952_0004.jpg&w=500,
上多賀,"自然の中に佇み、趣のある平屋和風建築物件。
どのお部屋、浴室からも海の眺望を楽しめます。
広い和室には掘り炬燵、32帖のリビングには暖炉があります。
近くに駐車スペース有
即入居可、温泉権2022年8月31日迄（10年更新、更新料30万円税別、名義変更料5万円税別）、分譲地名義変更料9000円税別、南向、眺望良好、高台に立地、新着物件",静岡県,3260,,静岡県熱海市上多賀,東海道新幹線「熱海」車7km,,,5LDK,932m2,228.7m2,1992年6月,設備：公営水道、個別浄化槽、個別LPG、駐車場：無,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1050z2bsz1021z2ncz190315055z2scz122205z2taz122.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F055%2F90315055%2F90315055_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F055%2F90315055%2F90315055_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F055%2F90315055%2F90315055_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F050%2FN010000%2Fimg%2F055%2F90315055%2F90315055_0015.jpg&w=500,
大字西有田石松町（日田駅）,"
年内入居可、駐車３台以上可、土地100坪以上、山が見える、南向き、陽当り良好、南側道路面す、閑静な住宅地、前道６ｍ以上、和室、庭１０坪以上、田園風景、家庭菜園、３面採光、
大分県の「近代和風建築物」に選定された明治20年築の元豪農のお屋敷です。
有名な「豆田町」から約3ｋｍの里山に位置し、のどかな田園風景広がっています。
個人のご自宅としてはもちろん、広大な敷地および歴史ある古民家を生かした、料亭やカフェ、ゲストハウス等様々な用途が考えられます。",大分県,3300,,大分県日田市大字西有田石松町,ＪＲ日田彦山線「日田」歩51分,,,12LDK+S（納戸）,2386.42m2,796.65m2,2000年,設備：公営水道、本下水、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1090z2bsz1021z2ncz190438623z2scz144204z2taz144.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F623%2F90438623%2F90438623_0008.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F623%2F90438623%2F90438623_0009.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F623%2F90438623%2F90438623_0011.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F090%2FN010000%2Fimg%2F623%2F90438623%2F90438623_0015.jpg&w=500,
南野６（四条畷駅）,"
■旅館・料亭・アトリエや隠れ家・ケアハウスなど使い方色々！
■滝や池のある日本庭園
■水車・お茶室・石橋・数奇屋門・蔵等見どころたくさん！
■遠方の古民家よりアクセス良
◇土地面積約１７６坪！
◇離れのお茶室では、川のせせらぎが聞こえます！
◇Ａ・Ｂ・Ｃ号地のまとめ買いも可能です！まとめ買いの場合は価格ご相談いたします。
  

■掲載できない物件や情報もございますので、是非一度お問い合わせください。
■お問い合わせは「0800-815-4893」までお電話下さい。",大阪府,3490,,大阪府四條畷市南野６,ＪＲ片町線「四条畷」歩18分,,,4LDK,500m2,119.97m2,1979年2月,設備：公営水道、集中浄化槽、個別LPG、駐車場：無,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1060z2bsz1021z2ncz185867682z2scz127229z2taz127.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F682%2F85867682%2F85867682_0059.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F682%2F85867682%2F85867682_0052.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F682%2F85867682%2F85867682_0035.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F060%2FN010000%2Fimg%2F682%2F85867682%2F85867682_0040.jpg&w=500,
大字上赤岩（越谷レイクタウン駅）,"埼玉の旧家が並ぶ街で昭和47年築の農家住宅発見しました。敷地385坪は圧巻。線引き前からの宅地で建替え可能です。掃除してすむもよし、リノベーションして豪華に住むもよし。
越谷レイクタウンまで車で20分くらい、越谷・野田に行くにも近い距離。大家族で住んでみたい物件です。古い納屋は少し修復して倉庫や物置にお使いください。新しく居住できるプレハブ建屋があります。",埼玉県,3500,,埼玉県北葛飾郡松伏町大字上赤岩,ＪＲ武蔵野線「越谷レイクタウン」歩63分,,,9LDK,1186m2,244.31m2,1972年12月,設備：公営水道、個別浄化槽、個別LPG、建築許可理由：都市計画法施行令36条1項3号ロに該当、駐車場：車庫,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz187796254z2scz111460z2taz111.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F254%2F87796254%2F87796254_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F254%2F87796254%2F87796254_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F254%2F87796254%2F87796254_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F254%2F87796254%2F87796254_0005.jpg&w=500,
月岡,"
正確な築年は不明90年以上は経過しているものと思われます。2005年に再生古民家としてデビューしました。正確に不便は感じません。この雰囲気をこよなく愛する方よろしく
八郷は日本の里山１００選に選ばれた山と緑に囲まれた地区です。日本昔話に出てくるような古民家です。",茨城県,3800,,茨城県石岡市月岡786,つくばエクスプレス「つくば」車16km,,,3DK+S（納戸）,1656.33m2,162.46m2,1965年1月,設備：井戸、個別浄化槽、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190295491z2scz108205z2taz108.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F491%2F90295491%2F90295491_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F491%2F90295491%2F90295491_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F491%2F90295491%2F90295491_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F491%2F90295491%2F90295491_0004.jpg&w=500,
本町３（古河駅）,"【敷地面積219坪】【木材の良さを活かした和風住宅】【フルリフォーム】
【角地】【駐車5台可能】【7ＳＬＤＫ】【バリアフリー】
和風庭園♪縁側からの風情ある眺め♪

【史跡・文化施設が点在する古河市本町の趣のある和風住宅】
◆インバウンドを視野に入れた『ゲストハウス』や『レストラン』などをお考えの方にもおすすめです♪
◆【観光名所】古河城址、古河公方館跡、古河歴史博物館、古河文学館、鷹見仙石記念館、古河街角美術館など・・・

◆ＪＲ『古河駅』まで1000ｍ、国道4号線、新4号バイパスと都内へもアクセス良好♪
◆小学校550ｍ徒歩8分、中学校2ｋｍ、コンビニ550ｍ、スーパー900ｍ、商業施設充実
◆水回りは最新設備を設置☆和風住宅の風情と現代生活の便利さを兼ね備えた建坪69坪豪邸です！

～お取り扱い店舗～
プラスワン古河店　0280-30-3000",茨城県,3998,,茨城県古河市本町３,ＪＲ宇都宮線「古河」歩12分,,,7LDK+S（納戸）,725.46m2,229.99m2,1980年8月,設備：公営水道、本下水、個別LPG、駐車場：カースペース,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz190177571z2scz108204z2taz108.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F571%2F90177571%2F90177571_0001.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F571%2F90177571%2F90177571_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F571%2F90177571%2F90177571_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F571%2F90177571%2F90177571_0006.jpg&w=500,
国分北３（海老名駅）,"
海老名「緑園分譲地」内。
総檜造り(菊池建設施工)で歌舞伎門と庭木果樹庭石豊富(松竹梅・菊花紋石・竹・キウイ・茗荷・秋明菊・菫・みかん他多数)な居心地良い家です。
日本蕎麦屋や甘味処などにも最適です。２沿線以上利用可、土地100坪以上、山が見える、陽当り良好、閑静な住宅地、角地、庭１０坪以上、通風良好",神奈川県,5800,,神奈川県海老名市国分北３,小田急小田原線「海老名」歩23分,,,6DK,501.91m2,118.15m2,1983年1月,設備：公営水道、本下水、都市ガス、駐車場：車庫,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz181444805z2scz114215z2taz114.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F805%2F81444805%2F81444805_0037.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F805%2F81444805%2F81444805_0002.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F805%2F81444805%2F81444805_0039.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F805%2F81444805%2F81444805_0022.jpg&w=500,
西小磯（大磯駅）,"
江戸時代、滋賀県長浜市で建てられた母屋を移築。
その後に改築を重ねて実現した、古民家×カフェ風の空間。
魅力が詰まった、和洋折衷のリノベーション物件をぜひ見に来て下さい
打たせ湯付きの露天風呂あり（現在使用していないので修繕必要）
床暖房、囲炉裏付きの韓国風の茶室
２０畳ある、ヨゴづくりに囲まれた屋根裏部屋
東京まで直通６４分
横浜まで直通３７分",神奈川県,15000,,神奈川県中郡大磯町西小磯,ＪＲ東海道本線「大磯」歩20分,,,4LDKK,646m2,646m2,1988年1月,設備：公営水道、個別浄化槽、個別LPG、建築許可理由：調整区域につき建築許可要、建築確認番号：4-359、駐車場：車庫,great,,https://inaka.suumo.jp/chukoikkodate/__JJ_JJ010FJ100_arz1030z2bsz1021z2ncz187816869z2scz114340z2taz114.html,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F869%2F87816869%2F87816869_0003.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F869%2F87816869%2F87816869_0011.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F869%2F87816869%2F87816869_0056.jpg&w=500,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F030%2FN010000%2Fimg%2F869%2F87816869%2F87816869_0060.jpg&w=500,
